RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
4785,Morales Martin and Moore,Digitized exuding core,https://picsum.photos/113/860,Resting,8.55,29.32,Bellside,4.8
4786,Jones-Barnes,Grass-roots bottom-line benchmark,https://picsum.photos/368/565,Closed,4.98,54.16,Freemantown,4.7
4787,Hoover Inc,Exclusive optimal infrastructure,https://dummyimage.com/228x625,Resting,3.96,21.76,West Alexandra,3.1
4788,Clayton Edwards and Harris,De-engineered stable budgetary management,https://placekitten.com/321/865,Resting,8.12,52.46,New Josephburgh,3.8
4789,Rogers-Hayes,Automated value-added application,https://dummyimage.com/998x268,Open,3.12,59.44,South Rebecca,4.4
4790,Perez-Smith,Face-to-face holistic collaboration,https://placekitten.com/471/156,Open,3.39,41.73,South James,4.1
4791,Johnson-Sheppard,Vision-oriented intermediate matrix,https://dummyimage.com/442x480,Closed,7.64,25.07,East Dwaynetown,3.5
4792,Shaw-Collins,Business-focused tertiary open system,https://dummyimage.com/7x198,Open,5.29,51.27,South Alyssaborough,4.4
4793,Nguyen-Hughes,Public-key motivating help-desk,https://picsum.photos/7/979,Closed,8.52,18.96,South Rhonda,4.7
4794,Mills-Brown,Proactive tangible infrastructure,https://placekitten.com/557/858,Open,9.29,16.81,Port Eric,3.2
4795,Moss Grimes and Martin,Managed even-keeled model,https://dummyimage.com/619x726,Resting,9.75,31.07,Susanfurt,3.2
4796,Peterson-Mann,Horizontal zero-defect model,https://picsum.photos/62/902,Resting,5.11,40.38,North Kimberlyshire,3.5
4797,Flores Clark and Walls,Profit-focused heuristic policy,https://placekitten.com/829/901,Resting,2.9,27.63,Tonyabury,3.1
4798,Palmer Salinas and Gilmore,Cross-group zero administration instruction set,https://dummyimage.com/995x709,Closed,7.32,26.58,Port Maryton,4.3
4799,Richard Morton and Boyer,Seamless fresh-thinking artificial intelligence,https://picsum.photos/7/336,Resting,2.74,39.95,Hayesburgh,3.3
4800,Taylor and Sons,Pre-emptive system-worthy instruction set,https://placekitten.com/736/560,Open,8.81,52.93,Howellville,3.6
4801,Gonzales Ltd 2,Open-source interactive framework,https://picsum.photos/597/382,Open,5.72,51.4,Markburgh,3.6
4802,Lee Tapia and Hill,Multi-lateral homogeneous toolset,https://placekitten.com/406/716,Open,7.52,24.38,South Robertmouth,4.7
4803,Turner-Williamson,Business-focused value-added archive,https://dummyimage.com/183x789,Open,7.23,22.33,Ronaldside,4.2
4804,Smith Gonzalez and Welch,Front-line exuding superstructure,https://placekitten.com/2/427,Closed,5.87,15.96,Lake Christopherton,4.2
4805,Bray Davis and Floyd,Integrated neutral standardization,https://placekitten.com/773/628,Resting,7.65,16.32,West Jessica,3.3
4806,Park Ltd,Progressive zero administration project,https://placekitten.com/233/1000,Open,8.32,59.87,Turnerberg,3.2
4807,Rollins-Burns,Enhanced disintermediate contingency,https://placekitten.com/712/567,Closed,9.59,48.03,East Amberside,3.8
4808,Craig and Sons,Polarized transitional implementation,https://picsum.photos/395/479,Resting,2.56,32.02,Danielview,3.6
4809,Long Group 2,Self-enabling next generation strategy,https://picsum.photos/31/193,Closed,7.74,28.32,New Brandon,3.7
4810,Williams Inc 2,Switchable encompassing project,https://picsum.photos/745/806,Resting,7.64,58.52,Gabrielaton,4.6
4811,Clarke Lynch and Anderson,Persistent zero tolerance productivity,https://placekitten.com/598/590,Open,7.25,46.1,Veronicabury,4.2
4812,Wheeler Hodge and Kramer,Advanced interactive collaboration,https://placekitten.com/736/560,Open,9.1,26.92,New Michael,4.9
4813,Greer Lee and Snow,Down-sized 5thgeneration interface,https://dummyimage.com/660x193,Open,6.59,33.15,Port Jacquelineside,3.6
4814,Harris-Davis,Optional clear-thinking intranet,https://placekitten.com/691/499,Open,6.97,59.63,Lopezville,4.5
4815,Cox Ltd 2,Cloned clear-thinking secured line,https://picsum.photos/602/918,Open,3.18,37.59,North Janet,3.9
4816,Jackson Mayer and Underwood,Balanced encompassing website,https://dummyimage.com/210x373,Resting,5.93,58.28,Port Alexander,3.2
4817,Grimes Hale and Curtis,Multi-layered scalable toolset,https://picsum.photos/511/500,Resting,7.3,42.82,Sandersland,4.8
4818,Flores-Carson,Triple-buffered leadingedge hardware,https://placekitten.com/617/430,Resting,2.01,59.14,Thomastown,3.9
4819,Smith-Reed,Intuitive non-volatile ability,https://picsum.photos/463/710,Open,7.6,18.14,Jennamouth,3.0
4820,Clark LLC 4,Public-key web-enabled array,https://placekitten.com/477/965,Open,7.83,44.22,New Robin,3.2
4821,Mitchell PLC,Vision-oriented transitional flexibility,https://picsum.photos/476/459,Open,5.3,40.15,Carpenterview,3.6
4822,Schultz Miles and Pierce,Secured background time-frame,https://picsum.photos/423/865,Resting,6.91,26.52,Laurafort,3.8
4823,Hammond Oliver and Harrington,Mandatory 24/7 implementation,https://placekitten.com/303/994,Closed,8.94,42.16,Victoriaberg,4.7
4824,Osborne-Jones,Customer-focused global solution,https://placekitten.com/382/171,Open,3.77,20.61,Bankschester,4.4
4825,Richards Rosario and Obrien,Advanced composite alliance,https://dummyimage.com/261x832,Closed,5.4,49.04,Martinview,4.0
4826,Eaton and Sons,Persevering national algorithm,https://picsum.photos/567/827,Resting,6.0,48.55,Farrellstad,3.7
4827,Rosales Inc,Fundamental didactic instruction set,https://dummyimage.com/33x259,Open,4.89,19.93,Kaylashire,4.2
4828,Rojas-Sanchez,Enterprise-wide asynchronous secured line,https://placekitten.com/572/957,Resting,3.52,40.84,Johnmouth,4.4
4829,Brown Ltd 3,Customizable background frame,https://placekitten.com/586/316,Resting,5.78,27.63,West Richardshire,3.8
4830,Hunter Ltd,Profound systematic flexibility,https://picsum.photos/168/87,Closed,9.63,59.09,Amandafurt,4.3
4831,Green Group 2,Quality-focused methodical budgetary management,https://picsum.photos/565/426,Closed,8.05,48.52,Richmondtown,4.0
4832,Duran Paul and Perez,Monitored uniform support,https://picsum.photos/958/361,Resting,4.71,41.88,Karenbury,3.5
4833,Buck Ltd,Reduced logistical interface,https://placekitten.com/536/844,Resting,9.08,46.35,Brockburgh,4.5
4834,Morrison Melton and Keith,Optional well-modulated forecast,https://picsum.photos/526/117,Resting,7.33,50.71,Lake Yolanda,4.0
4835,Barrett Inc,Optimized asymmetric toolset,https://dummyimage.com/69x177,Closed,4.91,31.04,Lake Justinport,4.9
4836,Rosales Gibson and Wong,Fundamental real-time open architecture,https://placekitten.com/287/884,Closed,5.33,34.35,Calderonland,3.5
4837,Price-Bowers,Grass-roots bifurcated neural-net,https://picsum.photos/859/270,Open,8.92,22.99,Erintown,3.3
4838,Moses Curtis and Hernandez,Function-based tertiary protocol,https://placekitten.com/163/661,Resting,5.33,57.61,Warrenbury,3.1
4839,Price Ltd,Right-sized bi-directional adapter,https://picsum.photos/869/487,Resting,8.49,15.85,Rosstown,3.3
4840,Ruiz and Sons 2,Digitized system-worthy customer loyalty,https://dummyimage.com/234x514,Open,4.7,15.3,East Sharonburgh,3.3
4841,Howard-Robertson,Cross-platform clear-thinking application,https://placekitten.com/835/235,Resting,6.77,55.5,West Megan,3.1
4842,Torres-Taylor,Sharable national productivity,https://dummyimage.com/360x586,Closed,5.16,38.03,South Kimberly,3.2
4843,Marshall Inc 2,Re-contextualized bottom-line open architecture,https://placekitten.com/800/819,Closed,2.67,46.69,West James,3.3
4844,Bradshaw Salinas and Chen,Business-focused modular infrastructure,https://placekitten.com/497/338,Closed,5.77,48.11,New Carolineport,3.9
4845,Lee Ltd 3,Extended optimizing artificial intelligence,https://placekitten.com/875/662,Resting,9.76,32.04,Emilyview,3.5
4846,Castillo Powers and Archer,Reduced user-facing definition,https://placekitten.com/814/696,Open,2.69,22.04,Brendabury,4.0
4847,Harrison Poole and Silva,Horizontal explicit info-mediaries,https://dummyimage.com/22x310,Open,4.1,34.18,South Andrea,4.5
4848,Serrano and Sons,Visionary motivating website,https://picsum.photos/218/821,Resting,4.26,17.24,Port Carlos,4.1
4849,Parker Reeves and Eaton,Fundamental zero tolerance contingency,https://picsum.photos/593/217,Resting,8.15,17.96,South Pamelaville,5.0
4850,Hunter Adams and Contreras,Customizable even-keeled paradigm,https://placekitten.com/70/706,Resting,9.34,34.23,East Amy,3.4
4851,Benson PLC,Sharable directional orchestration,https://dummyimage.com/763x191,Resting,4.04,43.08,Julialand,4.7
4852,Baldwin-Moore,Networked needs-based protocol,https://placekitten.com/342/582,Closed,4.66,37.64,Camposview,4.7
4853,Smith-Cox,Seamless human-resource moderator,https://dummyimage.com/167x295,Closed,4.07,19.21,South Wendy,4.9
4854,Ray Powell and Morgan,Vision-oriented stable migration,https://picsum.photos/1011/686,Resting,4.98,55.81,Lake Oscar,4.5
4855,Sparks-Love,Organized eco-centric toolset,https://placekitten.com/949/701,Open,8.76,49.51,Port Leslieborough,4.9
4856,Ortega Bell and Gilmore,Compatible zero administration ability,https://dummyimage.com/912x824,Open,4.48,15.98,Lauraberg,4.3
4857,Ortiz-Olsen,Visionary responsive analyzer,https://dummyimage.com/365x974,Resting,2.29,58.13,New Jamesland,3.5
4858,Nolan-Johnson,Virtual stable monitoring,https://placekitten.com/545/986,Open,8.76,54.54,Patrickview,3.8
4859,Moore-Mclaughlin,Proactive content-based benchmark,https://picsum.photos/780/561,Open,8.72,18.35,Micheleborough,3.5
4860,Riley Group,Multi-channeled disintermediate Local Area Network,https://picsum.photos/797/676,Open,6.78,39.84,New Jennaview,3.1
4861,Woods-Vega,User-friendly fresh-thinking framework,https://picsum.photos/967/32,Closed,2.08,40.31,Darrylmouth,4.0
4862,Prince-Espinoza,Advanced optimizing toolset,https://placekitten.com/133/613,Resting,9.25,57.13,Samanthaberg,4.2
4863,Wells-Blankenship,Exclusive tertiary matrix,https://placekitten.com/65/747,Open,8.78,45.29,Lake Audreyside,3.2
4864,Edwards Ltd 2,Organized executive encryption,https://dummyimage.com/204x813,Open,9.76,38.33,Lake David,5.0
4865,Green-Winters,Synergized attitude-oriented adapter,https://picsum.photos/1021/916,Resting,2.1,27.19,Ronaldmouth,4.5
4866,Rasmussen Wilson and Scott,Streamlined bandwidth-monitored solution,https://placekitten.com/37/55,Open,5.11,18.95,Lake Matthewland,3.7
4867,Perez-Bryan,Monitored dynamic circuit,https://picsum.photos/263/306,Resting,8.48,31.77,Sheilaview,3.5
4868,Harper Hines and Benjamin,Enhanced regional middleware,https://placekitten.com/544/668,Closed,8.31,36.52,New Robertfurt,4.3
4869,Dudley Ltd 2,Reactive zero-defect system engine,https://dummyimage.com/178x865,Resting,7.58,48.88,Ronaldberg,4.6
4870,Brewer Ball and Taylor,Reverse-engineered tertiary model,https://picsum.photos/876/168,Resting,5.11,24.58,New Connie,4.9
4871,Hart Group,Triple-buffered zero administration secured line,https://placekitten.com/808/821,Closed,3.73,37.58,Lake Jennifer,4.7
4872,Velez Ltd,Team-oriented upward-trending approach,https://placekitten.com/357/473,Resting,2.04,46.32,Ericaburgh,3.3
4873,Rivera-Brown,Total scalable ability,https://placekitten.com/568/495,Open,4.95,45.15,New Christinaburgh,3.2
4874,Pratt-Larson,Reactive solution-oriented collaboration,https://placekitten.com/597/563,Open,7.16,48.43,North Katieville,4.8
4875,White-Ward,Enterprise-wide analyzing leverage,https://placekitten.com/662/38,Resting,3.72,26.09,East Martin,4.1
4876,Shelton LLC,Multi-lateral cohesive infrastructure,https://placekitten.com/719/209,Closed,8.4,36.7,Goodwinstad,4.8
4877,Robertson Andersen and Flores,Self-enabling attitude-oriented contingency,https://placekitten.com/5/119,Open,5.12,52.79,Lake Jeffery,3.4
4878,Brown-Wilson,Robust bifurcated focus group,https://picsum.photos/637/615,Closed,7.28,47.16,Lake Monique,4.6
4879,Williams Inc 3,Exclusive object-oriented product,https://placekitten.com/834/790,Resting,6.91,46.29,Robertston,4.4
4880,Brewer Bennett and Harris,Open-architected zero administration matrix,https://placekitten.com/347/597,Open,4.74,56.26,Paulburgh,3.5
4881,Brown PLC 3,Seamless global structure,https://picsum.photos/367/249,Resting,7.47,39.7,West Jessica,4.1
4882,Wilkins Smith and Walters,Expanded demand-driven focus group,https://placekitten.com/322/807,Closed,8.76,15.41,New Marystad,3.7
4883,Haley-Johnson,Synergistic bifurcated conglomeration,https://picsum.photos/929/174,Resting,6.36,20.22,East Rickybury,4.0
4884,Owens-Young,Customer-focused heuristic hierarchy,https://picsum.photos/155/38,Open,7.49,45.96,Robertmouth,3.6
4885,Anderson Meadows and Ibarra,Multi-channeled responsive product,https://placekitten.com/192/968,Resting,5.14,25.72,East Hannahmouth,3.9
4886,Wolf Williams and Peters,Profit-focused bandwidth-monitored emulation,https://dummyimage.com/646x611,Resting,3.1,52.53,Lake Katie,4.7
4887,Gilbert Inc,Organic multi-tasking middleware,https://picsum.photos/205/425,Closed,8.11,23.87,Dianaburgh,3.5
4888,Lewis Group,Implemented full-range encryption,https://placekitten.com/532/617,Open,4.77,56.66,Jesseside,4.8
4889,Bradford Jefferson and Rodriguez,Vision-oriented coherent Graphic Interface,https://placekitten.com/694/930,Open,7.47,40.41,West Maryshire,3.0
4890,Baker and Sons,Function-based 6thgeneration open system,https://placekitten.com/739/21,Open,5.78,47.81,Port Micheleland,3.9
4891,Mendoza-Bailey,Pre-emptive multi-tasking portal,https://picsum.photos/131/647,Resting,6.69,58.19,South Josephtown,4.9
4892,Grimes Inc,Horizontal client-server budgetary management,https://dummyimage.com/218x512,Resting,6.14,25.03,Lake Andrea,4.5
4893,Reid Johnson and Hurst,Operative cohesive website,https://placekitten.com/219/700,Open,5.57,41.28,Hornemouth,3.7
4894,Taylor Ltd 2,Devolved eco-centric secured line,https://dummyimage.com/156x937,Open,8.55,27.39,Millerside,3.5
4895,Brown Simmons and Jenkins,Reduced local data-warehouse,https://placekitten.com/219/863,Open,2.99,47.6,Lake James,3.7
4896,Erickson Ltd 2,Team-oriented well-modulated artificial intelligence,https://picsum.photos/728/606,Closed,9.89,17.04,Pattontown,3.0
4897,Williams Hodges and Ortiz,Triple-buffered 24hour application,https://picsum.photos/685/793,Resting,6.23,40.74,Andrewshire,3.7
4898,Fisher-Dawson,Distributed heuristic throughput,https://picsum.photos/954/273,Resting,7.7,21.97,Port Billyport,3.5
4899,Dennis and Sons,Self-enabling uniform synergy,https://picsum.photos/561/310,Closed,9.14,55.15,Osbornmouth,3.9
4900,Moore-Miller,Expanded systemic framework,https://dummyimage.com/820x812,Closed,2.06,33.93,Thomasburgh,3.6
4901,Kennedy Bowen and Stanley,Multi-tiered fresh-thinking support,https://placekitten.com/525/134,Open,8.17,22.78,Ruizland,3.9
4902,Chavez Thompson and Montgomery,Ameliorated web-enabled alliance,https://dummyimage.com/328x904,Open,6.21,25.08,North Virginia,3.5
4903,Zamora and Sons 2,Re-engineered maximized monitoring,https://placekitten.com/360/933,Open,5.59,36.67,West Jessechester,4.5
4904,Tyler LLC,Exclusive optimal contingency,https://dummyimage.com/540x75,Closed,7.61,26.98,Mcintoshchester,3.2
4905,Moore Thomas and Taylor,Networked content-based knowledgebase,https://placekitten.com/93/404,Resting,8.89,42.24,West Daniel,3.7
4906,Winters Hartman and Cobb,Enhanced user-facing concept,https://dummyimage.com/610x283,Open,8.67,51.62,Lake Leslieside,4.7
4907,Nunez-Brewer,Multi-channeled next generation database,https://dummyimage.com/425x568,Open,9.38,50.26,Lake Kenneth,4.1
4908,Baker Young and Roberts,Visionary optimal core,https://picsum.photos/688/880,Open,6.62,52.75,South Joanna,4.6
4909,Lara LLC,Organized holistic moratorium,https://dummyimage.com/378x876,Closed,5.83,42.07,Heatherhaven,4.0
4910,Reed-Collins,Organic secondary alliance,https://placekitten.com/1014/579,Open,4.45,18.08,Lake James,3.3
4911,Jimenez Merritt and Johnson,Innovative reciprocal hierarchy,https://dummyimage.com/156x754,Resting,9.12,26.02,East Dawn,4.6
4912,Hernandez and Sons 2,Streamlined asymmetric help-desk,https://picsum.photos/577/179,Closed,7.86,36.91,North Cassandrachester,4.9
4913,Hodges Ferrell and Thomas,Innovative incremental frame,https://picsum.photos/91/408,Open,4.42,42.13,Port Karen,4.8
4914,Stone Fernandez and Hardy,Networked optimizing migration,https://picsum.photos/943/687,Closed,9.85,53.43,North Michaelchester,4.0
4915,Coleman-Moreno,Balanced tangible hardware,https://placekitten.com/0/954,Open,8.91,47.38,Lake Michaeltown,3.3
4916,Sanders Group,Synergistic radical alliance,https://dummyimage.com/290x69,Closed,6.56,50.11,New Jerry,4.8
4917,Caldwell Ltd 2,Profit-focused client-server capacity,https://picsum.photos/1006/354,Closed,6.61,24.66,West Alyssaborough,3.2
4918,Villarreal Peterson and Bennett,Team-oriented asymmetric ability,https://picsum.photos/901/212,Open,2.26,24.27,Port Josephborough,3.4
4919,Lester Garcia and Cherry,Ameliorated homogeneous project,https://dummyimage.com/565x558,Closed,3.22,18.54,Alexanderstad,3.7
4920,Sharp Russell and Frank,Virtual national hierarchy,https://placekitten.com/50/357,Open,7.26,49.18,Kyleburgh,3.2
4921,Morton-Williams 2,Right-sized non-volatile access,https://picsum.photos/789/759,Open,2.03,19.59,North Mary,4.0
4922,Warner Ltd 2,Stand-alone composite synergy,https://placekitten.com/961/548,Open,7.89,33.89,West Susan,4.4
4923,Salas Schroeder and Watson,Distributed bifurcated alliance,https://placekitten.com/503/207,Resting,2.11,38.37,New Nicole,3.4
4924,Bright-Robinson,Realigned 3rdgeneration encoding,https://picsum.photos/520/387,Open,7.45,54.29,West Elizabeth,4.3
4925,Thompson Wilson and Gomez,Cross-group transitional approach,https://placekitten.com/449/874,Open,8.73,31.62,South Laura,3.3
4926,Davis and Sons 6,Function-based systemic knowledge user,https://placekitten.com/215/17,Closed,8.87,46.02,Kyliebury,4.9
4927,Daniel Marshall and Miller,Cross-platform upward-trending framework,https://dummyimage.com/949x742,Closed,2.12,50.99,New Christopherton,3.2
4928,Ballard Walter and Walter,Devolved leadingedge benchmark,https://picsum.photos/20/770,Resting,3.51,27.9,Barnettberg,3.7
4929,West-Robbins,Right-sized 24/7 moratorium,https://placekitten.com/286/136,Open,2.83,20.1,New Charleshaven,4.2
4930,Walsh Garcia and Patton,Triple-buffered holistic approach,https://picsum.photos/760/736,Resting,8.29,21.5,Debbieberg,4.5
4931,Rodriguez LLC 2,Virtual reciprocal parallelism,https://placekitten.com/872/188,Open,7.37,26.38,Bartlettshire,3.9
4932,Mooney LLC,Future-proofed client-driven definition,https://placekitten.com/240/402,Resting,9.45,50.23,Heatherview,4.5
4933,Bullock Robertson and Taylor,Progressive zero-defect success,https://dummyimage.com/203x13,Closed,5.15,57.85,Lake Jessica,4.9
4934,Clark Aguilar and Jones,Quality-focused heuristic forecast,https://placekitten.com/613/1018,Closed,3.88,21.91,New Jennifer,3.8
4935,Carpenter Group,Open-source empowering emulation,https://dummyimage.com/767x175,Resting,7.39,48.72,New Brendastad,3.0
4936,Mcmahon-Wood,Progressive bifurcated extranet,https://picsum.photos/668/769,Resting,5.78,25.54,South Jerry,4.3
4937,Sullivan Mcclain and Wolf,Optional impactful monitoring,https://dummyimage.com/923x242,Open,4.75,47.57,West Nathan,4.7
4938,Nguyen-Pittman,Customer-focused responsive core,https://dummyimage.com/761x188,Resting,2.84,50.8,North Daniel,4.1
4939,Johnson Harris and Mueller,Cross-group intermediate knowledge user,https://dummyimage.com/488x599,Closed,2.22,43.78,North Troy,4.8
4940,Baker and Sons 2,Reduced full-range website,https://dummyimage.com/526x344,Resting,3.92,47.28,North Dianamouth,3.9
4941,Robertson and Sons,Polarized contextually-based alliance,https://picsum.photos/784/900,Closed,7.57,56.96,Alexanderton,3.1
4942,Owens-Rogers,Assimilated zero administration pricing structure,https://dummyimage.com/975x949,Open,6.96,20.86,North Lisa,3.5
4943,Jimenez-Jenkins,Stand-alone 24hour open system,https://dummyimage.com/832x858,Resting,3.49,25.4,East Angelbury,4.9
4944,Travis Calderon and Smith,Down-sized needs-based approach,https://placekitten.com/932/582,Resting,3.65,44.18,Lake Lisaberg,4.9
4945,Huff Group,Team-oriented bifurcated hub,https://picsum.photos/720/12,Resting,3.79,28.57,Port Kelly,4.7
4946,Weaver PLC,De-engineered maximized task-force,https://picsum.photos/378/789,Resting,7.43,29.02,Lopeztown,4.1
4947,Aguilar Inc,Focused bottom-line hardware,https://picsum.photos/913/295,Closed,4.36,36.96,Stanleyshire,4.0
4948,Ruiz-Jones,Customizable object-oriented capacity,https://placekitten.com/319/494,Resting,2.27,55.48,Murphyhaven,3.4
4949,Wilson Inc 3,Ameliorated clear-thinking functionalities,https://placekitten.com/176/148,Resting,3.66,26.67,South Johnny,3.7
4950,Dickson LLC,Multi-channeled content-based Internet solution,https://dummyimage.com/279x905,Closed,5.81,48.02,Johnbury,4.9
4951,Matthews Long and Mcconnell,Multi-channeled tertiary array,https://placekitten.com/651/157,Closed,7.88,31.82,Rogersview,3.5
4952,Mason Inc,Visionary systematic project,https://dummyimage.com/212x840,Open,5.85,22.85,Port Jeanettehaven,3.3
4953,Juarez Lara and Green,Configurable tangible installation,https://picsum.photos/276/917,Closed,7.97,48.35,Christophermouth,3.9
4954,Meadows Ltd,Persistent explicit migration,https://dummyimage.com/626x287,Resting,3.24,53.54,Rickeychester,4.4
4955,Miller Thomas and Mendoza,Advanced impactful Graphical User Interface,https://dummyimage.com/64x919,Resting,6.79,15.66,North Jacob,4.8
4956,Barron Carpenter and Landry,Cross-group bi-directional paradigm,https://picsum.photos/160/54,Resting,6.24,51.27,Curtisport,3.5
4957,Flores-Krause,Profit-focused cohesive software,https://dummyimage.com/4x919,Resting,7.51,34.34,Lake Rachelfurt,4.2
4958,Howell-Harris,Team-oriented exuding contingency,https://dummyimage.com/947x546,Open,3.08,58.37,Port Danielmouth,4.0
4959,Burke-Smith 2,Distributed multimedia intranet,https://placekitten.com/968/75,Open,9.84,32.88,Hendersonchester,3.5
4960,Valdez-Little,Polarized solution-oriented artificial intelligence,https://placekitten.com/45/701,Open,5.7,30.6,Rodneyland,4.8
4961,Flores-Mann,Grass-roots multi-state product,https://placekitten.com/326/157,Closed,9.02,37.89,South Steven,4.0
4962,Kemp Poole and Johnson,Front-line high-level open system,https://placekitten.com/4/28,Open,9.12,32.13,North Derekchester,4.2
4963,Sanchez-Smith,Versatile disintermediate algorithm,https://picsum.photos/114/809,Closed,4.03,47.49,Elizabethborough,4.8
4964,Shaw PLC,Switchable 4thgeneration help-desk,https://placekitten.com/485/751,Closed,8.85,30.87,Timothyville,4.1
4965,Martin Murphy and Oneill,Multi-layered client-server moderator,https://dummyimage.com/466x779,Open,7.49,18.64,Port Davidtown,4.5
4966,Roberts Ltd 3,Customer-focused 24/7 portal,https://placekitten.com/611/795,Closed,5.57,20.51,Juanton,3.3
4967,Ferguson Cameron and Warren,Switchable dedicated product,https://dummyimage.com/391x984,Resting,5.07,28.81,South Royton,3.1
4968,Hoffman Group 2,Fundamental tangible conglomeration,https://picsum.photos/541/565,Closed,3.85,45.94,West Rachelmouth,4.8
4969,Spencer Hodges and Anderson,Customizable eco-centric approach,https://picsum.photos/954/533,Resting,9.66,40.89,Port Samantha,4.4
4970,Ferguson PLC 2,Expanded intangible firmware,https://picsum.photos/558/92,Open,4.99,28.2,Lopezstad,3.9
4971,Richardson-Ramirez,Multi-layered bandwidth-monitored time-frame,https://placekitten.com/632/961,Open,6.03,55.37,Jameston,3.0
4972,Castillo Ltd 3,Right-sized real-time success,https://picsum.photos/610/326,Resting,6.85,54.72,Lake Michaelview,4.7
4973,Scott-Jefferson,Universal stable interface,https://dummyimage.com/461x937,Closed,2.66,35.76,Charlesfurt,3.6
4974,Adams and Sons,Digitized mobile attitude,https://picsum.photos/1002/43,Resting,8.91,27.0,South Barbarastad,3.0
4975,Rogers Rose and Lee,Total content-based synergy,https://dummyimage.com/34x1015,Resting,8.47,45.95,North Cynthiafurt,3.2
4976,Mcfarland Banks and Richardson,Adaptive bottom-line array,https://picsum.photos/792/214,Open,2.98,56.99,Martinbury,4.9
4977,Aguilar-Figueroa,Ameliorated dedicated system engine,https://picsum.photos/352/706,Resting,3.56,44.21,Port Anthony,4.8
4978,Robinson Carter and Acosta,Implemented optimizing system engine,https://dummyimage.com/1009x366,Closed,2.03,37.81,Ramoston,3.8
4979,Smith and Sons 10,Customizable scalable project,https://picsum.photos/227/41,Open,3.96,38.76,Port Ryan,3.9
4980,Anderson and Sons 3,Phased empowering hierarchy,https://placekitten.com/515/830,Open,4.81,24.82,South Matthew,3.4
4981,Brown Kennedy and Williams,Assimilated composite productivity,https://dummyimage.com/240x11,Closed,6.71,19.57,Tiffanychester,5.0
4982,Ryan-Thompson,Synchronized executive collaboration,https://picsum.photos/935/232,Open,3.49,19.73,Christopherport,3.6
4983,Gregory Maldonado and Wagner,Profound explicit circuit,https://dummyimage.com/448x474,Resting,3.87,45.48,West Stevenstad,5.0
4984,Smith-Hernandez,Networked object-oriented open system,https://placekitten.com/1023/523,Closed,3.19,59.27,Douglasshire,4.3
4985,Potter Inc,Front-line bi-directional service-desk,https://dummyimage.com/451x938,Closed,9.75,28.37,Nicoletown,3.1
4986,Harrison Smith and Wright,Operative zero administration process improvement,https://dummyimage.com/25x485,Closed,8.67,27.02,Maynardmouth,3.3
4987,Mason-Baker,Assimilated intangible policy,https://picsum.photos/1014/311,Resting,9.45,16.27,Baileyton,4.9
4988,Stewart Taylor and Payne,Multi-channeled asynchronous task-force,https://placekitten.com/385/241,Resting,6.08,51.61,Catherinefort,4.6
4989,Rojas Long and Miller,Organic user-facing policy,https://picsum.photos/356/111,Resting,4.28,29.99,Amandaview,3.8
4990,Garcia-Kim,Decentralized mobile hardware,https://dummyimage.com/847x571,Closed,9.82,37.08,East Jenniferstad,3.7
4991,Padilla-Howard,Sharable intangible frame,https://placekitten.com/468/362,Resting,4.99,34.46,Lindafort,4.9
4992,Baker PLC 2,Business-focused holistic application,https://placekitten.com/691/567,Resting,2.77,21.63,South Charles,4.6
4993,Brown Group 3,Secured eco-centric framework,https://dummyimage.com/768x281,Open,4.82,20.81,East Lawrenceland,3.0
4994,Yang Travis and Ruiz,Digitized tangible architecture,https://picsum.photos/85/553,Resting,4.74,28.6,Keithberg,4.9
4995,White Ltd 4,Triple-buffered client-driven instruction set,https://dummyimage.com/89x63,Resting,7.5,29.42,Balltown,4.2
4996,Perkins-Johnson,Versatile analyzing capability,https://dummyimage.com/489x670,Resting,8.87,53.69,South Andrew,3.8
4997,Ellis Wilson and Ray,Devolved client-driven adapter,https://dummyimage.com/504x769,Resting,3.55,39.09,Guzmanfort,4.2
4998,Cameron-Casey,Synchronized fault-tolerant emulation,https://picsum.photos/988/156,Closed,6.41,48.42,Lake Julia,3.0
4999,Dixon Inc,Open-source systematic moratorium,https://placekitten.com/662/307,Open,6.89,15.62,Charlesburgh,4.8
5000,Johnson Lowery and Jackson,Seamless upward-trending portal,https://dummyimage.com/593x179,Open,3.28,58.17,West Deannaview,4.6
5001,Clark LLC 5,Right-sized local customer loyalty,https://dummyimage.com/535x196,Closed,5.67,52.02,Kellyborough,4.2
5002,Shaffer Evans and Levy,Devolved non-volatile flexibility,https://picsum.photos/145/762,Closed,6.74,23.59,Bensonside,4.4
5003,Davis-Moore 2,Profit-focused 24hour implementation,https://picsum.photos/290/182,Open,3.76,57.17,Port Christopherberg,3.0
5004,Nelson-Lara,Down-sized intermediate moratorium,https://picsum.photos/535/160,Open,2.2,37.63,Martinside,4.1
5005,King-Jones,Grass-roots methodical focus group,https://picsum.photos/704/817,Closed,3.55,18.43,East Claudiastad,4.4
5006,Pham Ltd,Front-line explicit matrix,https://picsum.photos/530/984,Closed,9.0,52.48,Mariaside,4.2
5007,Tran PLC,Organic 3rdgeneration product,https://dummyimage.com/244x408,Resting,9.06,28.07,Port Nathan,4.2
